review_id,review_text,emo,adj,read,analytic,ebm_prediction,model_prediction,explanation,contributions,generator_model
53,"""The Hilton Chicago is a great choice for a stay in the city. The rooms are well-appointed and comfortable, and the staff is friendly and helpful. The location is perfect for exploring the city, and I loved being close to all the best attractions. I would definitely stay here again.""",12.0,12.0,69.481985,82.95,Deceptive,Deceptive,"The model predicted this review as 'Deceptive' primarily because the features favoring deception outweighed those suggesting genuineness. The **proportion of emotional content (12.0000)** had the largest influence, contributing **-1.6563** toward 'Deceptive,' indicating overly positive sentiment without substantive detail. Similarly, the **proportion of adjectives (12.0000)** contributed **-0.5179**, suggesting the review relies heavily on vague praise like ""great choice"" and ""well-appointed."" While the **readability score (69.4820)** provided a positive contribution of **0.7616** toward 'Genuine,' the **analytic writing style (82.9500)** added **-0.3276** to 'Deceptive,' hinting at a formulaic, less personal tone. Together, these features explain why the model leaned toward 'Deceptive' despite some evidence of genuineness.","{""proportion_of_emotional_content_in_review"": -1.6563, ""proportion_of_adjectives_in_review"": -0.5179, ""readability_of_review"": 0.7616, ""analytic_writing_style"": -0.3276}",command-a-03-2025
54,"""I recently stayed at the Millennium Knickerbocker Hotel Chicago for a business trip and was thoroughly impressed. The rooms were comfortable and well-equipped, and the service was top-notch. The location is also perfect, right in the heart of the city, making it easy to get to all the main attractions. I would definitely stay here again.""",5.36,7.14,59.383017,80.2,Genuine,Genuine,"The model predicted this review as 'Genuine' despite mixed evidence from the features, which overall leaned slightly toward 'Deceptive' with a combined contribution of -0.1644. The **proportion of emotional content (5.3600)** strongly supported 'Genuine' with a contribution of 1.4647, reflecting the reviewer’s genuine enthusiasm about the hotel’s comfort and service. The **proportion of adjectives (7.1400)** also pointed toward 'Genuine' with a contribution of 0.4129, as the descriptive language (e.g., ""top-notch,"" ""perfect"") felt natural. However, the **readability score (59.3830)** provided evidence for 'Deceptive' with a contribution of -1.6902, suggesting the text was too polished, and the **analytic writing style (80.2000)** further leaned toward 'Deceptive' with a contribution of -0.3519, indicating a structured, less spontaneous tone. Despite these conflicting signals, the model’s final prediction was 'Genuine.'","{""proportion_of_emotional_content_in_review"": 1.4647, ""proportion_of_adjectives_in_review"": 0.4129, ""readability_of_review"": -1.6902, ""analytic_writing_style"": -0.3519}",command-a-03-2025
55,"""I had an amazing stay at the Sheraton Chicago Hotel and Towers. The hotel is in a great location, close to all the main attractions and the room was comfortable, clean, and well-appointed. The staff were friendly and attentive, and the hotel's fitness center was a great spot to keep up with my workout routine. I would definitely stay here again.""",11.48,13.11,65.567016,84.31,Deceptive,Deceptive,"The model flagged this review as 'Deceptive' primarily due to a combination of linguistic cues. The review's high proportion of emotional content (11.4800) and adjectives (13.1100) contributed the most to the deceptive prediction, with scores of -1.5904 and -0.6005, respectively. This suggests an overly enthusiastic tone, which can be a red flag. Additionally, the review's readability score (65.5670) and analytic writing style (84.3100) also provided evidence for deception, with contributions of -0.9610 and -0.3168, respectively, indicating a somewhat formulaic and less personal writing approach. These features, when considered together, outweighed any potential signs of genuineness, leading the model to predict the review as deceptive.","{""proportion_of_emotional_content_in_review"": -1.5904, ""proportion_of_adjectives_in_review"": -0.6005, ""readability_of_review"": -0.961, ""analytic_writing_style"": -0.3168}",command-a-03-2025
56,"""I had a fantastic stay at the Omni Chicago Hotel. The hotel is in a prime location, close to all the main attractions. The room was luxurious and well-appointed, and the staff were attentive and friendly. The hotel's restaurant and bar were also excellent, offering delicious food and drinks. I would definitely stay here again. The hotel's rooftop terrace was a great spot to relax and take in the views of the city.""",6.85,10.96,66.273423,85.27,Genuine,Genuine,"The model predicted this review as 'Genuine' primarily because the proportion of emotional content (6.8500) strongly favored authenticity, contributing +1.2669 toward 'Genuine'. The high proportion of adjectives (10.9600) also slightly supported genuineness with a +0.0539 contribution, reflecting the reviewer's detailed and positive descriptions of the hotel's amenities. While the readability score (66.2734) and analytic writing style (85.2700) both leaned toward 'Deceptive' with contributions of -0.4917 and -0.2842 respectively, their combined influence was outweighed by the emotional and descriptive elements. Overall, the review’s heartfelt tone and specific praise for the hotel’s features tipped the prediction in favor of 'Genuine'.","{""proportion_of_emotional_content_in_review"": 1.2669, ""proportion_of_adjectives_in_review"": 0.0539, ""readability_of_review"": -0.4917, ""analytic_writing_style"": -0.2842}",command-a-03-2025
57,"This hotel was great - In a great area right downtown and close to everything. The daily happy hour had great food, wine and premium liquors. The free breakfast was even better! Actually I believe everything was included breakfast/happy hour/business center/WiFi. Our room was a king size facing the back of the building. Really clean new and comfortable. Small touches such as books and cds to enjoy made the room feel less like a hotel - Would highly recommend.",13.75,17.5,70.44999695,78.28,Deceptive,Deceptive,"The model flagged this review as 'Deceptive' primarily due to the high proportion of emotional content (13.7500), which strongly contributed to the deceptive prediction with a score of -1.7184. While the review's readability (70.4500) and adjective usage (17.5000) slightly favored genuineness with positive contributions of 0.9830 and 0.1404 respectively, the analytic writing style (78.2800) also leaned toward deception, albeit with a smaller negative contribution of -0.3590. The emotional tone, despite the positive content, seems overly effusive and less authentic, outweighing the genuine signals from the review's structure and language variety.","{""proportion_of_emotional_content_in_review"": -1.7184, ""proportion_of_adjectives_in_review"": 0.1404, ""readability_of_review"": 0.983, ""analytic_writing_style"": -0.359}",command-a-03-2025
58,"Just returned from a week in Chicago with the family. This hotel was perfect for us. Location is great, kids loved the pool as a place to wind down after a day of museums, touring, ball games, etc. We checked in through Hilton Honors Desk as opposed to the regular check in line. Even though our reservations were through priceline at a reduced rate, they gave us a pick of the the rooms. The room had a large closet which helped with the amount of gear we had with us. Used valet parking which was hasselfree. We had a great experience and would stay there again.",6.6,4.72,81.62999725,94.65,Genuine,Genuine,"The model predicted this review as 'Genuine' primarily because several key features strongly supported authenticity. The **readability score of 81.63** contributed the most (+4.1841), indicating the review is easy to understand, typical of genuine feedback. Additionally, the **proportion of emotional content (6.60%)** added +1.2996, reflecting the reviewer’s genuine enthusiasm about the hotel experience, such as the kids enjoying the pool. The **analytic writing style (94.65)** further supported genuineness (+1.3390), as the review provides specific details like valet parking and room selection. Finally, the **proportion of adjectives (4.72%)** contributed +0.5459, showing balanced descriptive language without excessive praise, which aligns with honest reviews. Together, these features outweighed any potential red flags, confirming the prediction.","{""proportion_of_emotional_content_in_review"": 1.2996, ""proportion_of_adjectives_in_review"": 0.5459, ""readability_of_review"": 4.1841, ""analytic_writing_style"": 1.339}",command-a-03-2025
59,"My stay at the Ambassador East Hotel was excellent! The room was spacious, clean and well-appointed. The staff were friendly and helpful, and the location was perfect for visiting the city. I would highly recommend this hotel to anyone.",15.38,12.82,63.44,68.35,Deceptive,Deceptive,"The model flagged this review as 'Deceptive' primarily due to a few key linguistic patterns. Firstly, the review's high **proportion of emotional content (15.38%)** contributed the most (-1.6321) to the deceptive prediction, suggesting an overly enthusiastic tone. Similarly, the **abundance of adjectives (12.82%)** (-0.5702) and the **relatively low readability score (63.44)** (-1.2152) further raised suspicion, as genuine reviews often balance praise with more neutral language and simpler phrasing. Lastly, the **analytic writing style (68.35)** (-0.2838), while less influential, still leaned towards deception. These features collectively indicate a potential attempt to exaggerate the hotel's qualities, leading the model to predict this review as deceptive.","{""proportion_of_emotional_content_in_review"": -1.6321, ""proportion_of_adjectives_in_review"": -0.5702, ""readability_of_review"": -1.2152, ""analytic_writing_style"": -0.2838}",command-a-03-2025
60,"Stayed over Memorial Weekend for 2 nites, 2 rooms. Great Hotel, we always love breakfast in morning,and drinks in even when applicable. Around the corner from magnificent Mile,and close to lots of restaurants. Staff was great, we even checked in early before noon,and other room available less than hour later. Fresh fruit was available to us,and bell guys are cool. Suites are on small side compared to other homewoods but no complaints here, house cleaning kept our room clean,and we felt safe!",10.34,18.39,67.60399628,64.97,Deceptive,Deceptive,"The model predicted this review as 'Deceptive' primarily because the high proportion of emotional content (10.3400) strongly pushed the prediction toward 'Deceptive' with a contribution of -1.0285. Additionally, the analytic writing style (64.9700) provided further evidence for 'Deceptive' with a contribution of -0.3552. While the proportion of adjectives (18.3900) and readability score (67.6040) slightly favored 'Genuine' with contributions of 0.0622 and 0.2069 respectively, the features supporting 'Deceptive' outweighed these, leading to the final prediction. The emotional tone and writing style in the review, despite its positive content, were the most influential factors in this decision.","{""proportion_of_emotional_content_in_review"": -1.0285, ""proportion_of_adjectives_in_review"": 0.0622, ""readability_of_review"": 0.2069, ""analytic_writing_style"": -0.3552}",command-a-03-2025
61,"went to chicago for a week in may, decided to be good to ourselves and stay in the hilton, we were not disapointed. perhaps it was becuse there were quite a few conventions going on and a lot of people were only staying 1 or 2 nights but we got upgraged to exceutive level. we had 2 double beds with a bathroom each. they beds and pillows were too die for, so so comfy ant the end of a day when we seemed to have walked for miles. all the staff were very helpful. a lot of guests seemed to ignore the staff especially the chamber maids who they seemed to think they were in their way so perhaps that why some people felt these people were rude or unhelpful. about 2 blocks away on Harrison is a cafe called ""Orange"" which you have to make the only place you will have breakfast, the cafe and the staff are suberb. expect a 15 min wait on a sat & sun morning.",1.76,2.94,73.76300049,64.21,Genuine,Genuine,"The model predicted this review as 'Genuine' primarily because the features favoring authenticity outweighed those pointing toward deception, with a total contribution score of +7.8017. The most influential feature was the **proportion of emotional content (1.7600)**, contributing +3.0589, which aligns with the reviewer’s genuine enthusiasm about the hotel experience, such as describing the beds as ""too die for"" and praising the staff. The **proportion of adjectives (2.9400)** also supported genuineness with a contribution of +1.2083, reflecting the detailed and vivid descriptions like ""so so comfy"" and ""suberb."" Additionally, the **readability score (73.7630)** contributed +3.8870, indicating the review’s clear and natural tone, typical of authentic feedback. While the **analytic writing style (64.2100)** slightly pushed toward 'Deceptive' with a contribution of -0.3525, its impact was minimal compared to the stronger evidence for genuineness.","{""proportion_of_emotional_content_in_review"": 3.0589, ""proportion_of_adjectives_in_review"": 1.2083, ""readability_of_review"": 3.887, ""analytic_writing_style"": -0.3525}",command-a-03-2025
62,"I was completely blown away by this hotel. It was magnificent. I got a great deal and I am so happy that I stayed here. Before arriving I was nervous as I had read a few bad reviews about the impact the renovation was having on peoples stay, for example very noisy. However, whilst the renovation was still going on and the gym was not open nor the restaurant, it made no difference to me. My room was huge, bathroom was spacious with excellent water pressure, bed was perfect and the view was amazing. Hotel is so close to the great shops of Magnificent Mile, plus a comfortable walking distance to Hancock tower and Millennium Park.",10.34,13.79,64.55400085,32.86,Deceptive,Deceptive,"The model predicted this review as 'Deceptive' primarily because the features favoring deception outweighed those suggesting genuineness. The **proportion of emotional content (10.3400)** contributed the most, with a score of **-1.0285**, indicating excessive emotional language, which is often a red flag for deceptive reviews. Similarly, the **high proportion of adjectives (13.7900)** scored **-0.6356**, suggesting overly glowing descriptions, like ""magnificent"" and ""amazing,"" that could be insincere. Additionally, the **readability score (64.5540)** contributed **-1.0888**, implying the review was too polished for a typical genuine account. While the **analytic writing style (32.8600)** scored **0.5135** in favor of genuineness, its influence was not enough to counterbalance the stronger evidence for deception. Together, these features explain why the model leaned toward 'Deceptive'.","{""proportion_of_emotional_content_in_review"": -1.0285, ""proportion_of_adjectives_in_review"": -0.6356, ""readability_of_review"": -1.0888, ""analytic_writing_style"": 0.5135}",command-a-03-2025
63,"Stayed at the Chicago Hilton for three nights and from the minute we walked through the door I was very impressed. Check-in was quick, easy and I was very glad that we were able to check in despite being earlier than the advertised check-in time. We were given a twin room with two bathrooms which was brilliant. It made getting ready to go out much quicker! The hotel location is great opposite the park, which is a must see. Although located on South Michigan Ave it is easily within walking distance of all the shops and sights of the whole of Michigan Ave. Would also recommend the street one block back from Michigan Ave for good shopping. For breakfast I would recommend grabbing a muffin, croissant or bagel from the bar just past reception rather than going for the more expensive breakfast in the restaurant. For evening entertainment Kitty O'Sheas is a must. Typical Irish bar with good drinks and live music. Finally the bed at Hilton Chicago is the most comfortable bed ever. I would have taken it home if I could! Definately made for a good nights sleep.",5.76,8.38,68.83000183,86.36,Genuine,Genuine,"The model predicted this review as 'Genuine' primarily due to the high proportion of emotional content (5.7600), which contributed the most (+1.4165) toward the prediction. The review’s detailed, enthusiastic descriptions, like praising the bed and recommending specific spots, align with genuine emotional expression. The proportion of adjectives (8.3800) also supported genuineness (+0.2401), reflecting the reviewer’s vivid, personal experience. Additionally, the readability score (68.8300) contributed positively (+0.3087), as the review’s clear, conversational tone is typical of authentic feedback. While the analytic writing style (86.3600) slightly pushed toward 'Deceptive' (-0.2813), the features favoring 'Genuine' clearly outweighed this, confirming the prediction.","{""proportion_of_emotional_content_in_review"": 1.4165, ""proportion_of_adjectives_in_review"": 0.2401, ""readability_of_review"": 0.3087, ""analytic_writing_style"": -0.2813}",command-a-03-2025
64,"""The Hotel Monaco Chicago exceeded all my expectations. The location is perfect, right in the heart of the city and close to all the main attractions. The room was spacious and comfortable, and the staff were friendly and attentive. I couldn't have asked for a better experience. The hotel's rooftop terrace was a great spot to relax and take in the views of the city.""",9.23,12.31,66.089231,96.67,Genuine,Genuine,"The model predicted this review as 'Genuine' primarily because the features favoring authenticity outweighed those suggesting deception. The **proportion of emotional content (9.2300)** contributed **+0.8085**, strongly supporting 'Genuine' by reflecting the reviewer's genuine enthusiasm, as seen in phrases like ""exceeded all my expectations"" and ""couldn't have asked for a better experience."" Additionally, the **analytic writing style (96.6700)** contributed **+1.4667**, further favoring 'Genuine' due to the review's structured and detailed descriptions, such as the mention of the rooftop terrace and its views. While the **proportion of adjectives (12.3100)** contributed **-0.5479** (evidence for 'Deceptive') and the **readability score (66.0892)** contributed **-0.4917** (also evidence for 'Deceptive'), these were outweighed by the stronger positive contributions. The **analytic writing style** was the most influential feature, with the largest absolute contribution of **+1.4667**, reinforcing the prediction of 'Genuine.'","{""proportion_of_emotional_content_in_review"": 0.8085, ""proportion_of_adjectives_in_review"": -0.5479, ""readability_of_review"": -0.4917, ""analytic_writing_style"": 1.4667}",command-a-03-2025
